"","PUMA","PWGTP","CIT","CITWP","COW","ENG","FER","HIMRKS","HINS1","HINS2","HINS3","HINS4","JWMNP","JWRIP","JWTRNS","LANX","MAR","MARHT","MARHYP","MIG","NWAB","NWLA","NWLK","SCH","SCHG","SCHL","SEX","WAGP","WKHP","WRK","YOEP","ANC","ANC1P","ANC2P","DECADE","DRIVESP","ESR","INDP","JWDP","LANP","MIGPUMA","MSP","NATIVITY","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","SCIENGP","SCIENGRLP","WAOB","Class"
"37","610",36,"1","0","2","0","0","0","2","2","1","2",30,0,"2","2","1","1","2","1","3","3","3","1","0","19","1",10000,12,"1","0","2","51","32","0","0","1","7890","122","9999","0","1","1","2360","0",10000,10000,"36","1","600","2","1","1","1","1000","1","0","0","1","0","1","0","0","1",0
"38","704",52,"1","0","0","0","0","2","2","1","1","2",0,0,"0","2","1","2","2","1","3","3","3","1","0","22","1",0,0,"0","0","4","999","999","0","0","6","9920","0","9999","0","1","1","9920","0",0,18500,"25","1","0","1","1","2","1","1000","1","0","0","1","0","1","2","2","1",0
"39","606",52,"1","0","7","0","2","0","1","2","2","2",30,1,"1","2","1","1","2","1","3","3","3","1","0","23","2",148000,40,"1","0","1","490","999","0","1","1","8191","25","9999","0","1","1","3090","2",148000,148000,"25","2","600","1","2","3","1","1000","1","0","0","1","0","1","1","2","1",0
"40","507",99,"1","0","1","0","0","0","1","2","2","2",15,1,"1","2","2","2","2","1","3","3","3","1","0","20","2",90000,36,"1","0","1","84","999","0","1","1","8191","43","9999","0","3","1","3255","4",90000,90000,"25","2","500","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"41","1103",148,"1","0","0","0","0","0","1","2","1","1",0,0,"0","2","2","2","2","1","2","2","2","1","0","20","1",0,0,"2","0","1","51","999","0","0","6","9920","0","9999","0","3","1","9920","0",0,0,"25","1","0","1","1","2","1","1000","1","0","0","1","0","1","0","0","1",0
"42","504",73,"5","0","0","2","0","0","2","2","1","1",0,0,"0","1","1","1","2","1","3","3","3","1","0","23","2",0,0,"0","3","4","999","999","8","0","6","9920","0","5150","0","2","2","9920","4",0,0,"427","1","0","2","1","3","2","3000","2","0","1","1","0","0","1","2","6",0
"44","604",16,"1","0","0","0","0","0","2","2","1","1",0,0,"0","2","2","2","2","3","3","3","3","1","0","16","2",0,0,"0","0","3","996","999","0","0","6","9920","0","9999","3","3","1","9920","0",0,19900,"25","0","0","2","1","2","1","1000","1","0","0","1","0","1","0","0","1",1
"45","1004",58,"1","0","1","0","2","0","1","2","2","2",10,1,"1","2","5","0","0","1","3","3","3","1","0","20","2",30000,40,"1","0","2","26","84","0","1","1","7980","49","9999","0","6","1","3310","4",30000,30000,"25","2","1000","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"47","601",60,"1","0","0","0","0","0","1","2","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","21","2",0,0,"2","0","2","142","50","0","0","6","9920","0","9999","0","1","1","9920","4",0,55000,"25","2","0","1","1","4","1","1000","1","0","0","1","0","1","2","2","1",0
"49","1201",162,"1","0","2","0","0","0","1","2","2","2",25,1,"1","2","1","1","2","1","3","3","3","1","0","21","2",45000,40,"1","0","1","87","999","0","1","1","9170","49","9999","0","1","1","51","4",45000,45000,"34","2","1290","1","2","1","1","1000","1","0","0","1","0","1","2","2","1",0
"51","801",62,"5","0","2","0","2","0","1","2","2","2",40,0,"2","2","5","0","0","1","3","3","3","1","0","24","2",60000,40,"1","3","1","144","999","8","0","1","7460","67","9999","0","6","2","1760","4",60000,60000,"132","1","600","1","2","1","1","1000","1","0","0","1","0","1","1","2","5",0
"52","403",44,"1","0","0","0","0","2","1","1","1","2",0,0,"0","2","2","1","2","1","2","2","2","1","0","16","2",0,0,"2","0","1","939","999","0","0","6","9920","0","9999","0","3","1","9920","4",0,29400,"25","1","0","1","1","2","1","1000","1","0","0","1","0","1","0","0","1",0
"55","501",102,"4","2","1","1","0","0","2","2","2","2",0,0,"11","1","1","2","2","1","3","1","1","1","0","17","1",30000,60,"1","3","1","360","999","6","0","1","7690","0","1210","0","1","2","4200","0",30000,30000,"362","1","500","2","2","4","9","9000","29","0","0","2","1","1","0","0","3",0
"56","905",51,"1","0","1","0","0","2","2","1","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","21","1",0,0,"2","0","2","50","935","0","0","6","7460","0","9999","0","1","1","120","0",0,50300,"25","1","0","1","1","3","1","1000","1","0","0","1","0","1","2","2","1",0
"57","100",103,"1","0","2","0","0","0","2","2","1","1",0,0,"0","2","5","0","0","1","2","2","1","1","0","17","1",500,5,"2","0","1","51","999","0","0","3","8370","0","9999","0","6","1","4220","0",500,11700,"25","1","0","2","1","1","1","1000","1","0","0","1","0","1","0","0","1",1
"58","507",55,"1","0","7","0","0","0","1","2","2","2",10,1,"1","2","1","1","2","1","3","3","3","1","0","23","2",72000,60,"1","0","2","142","148","0","1","1","7480","61","9999","0","1","1","3250","4",72000,72000,"9","2","500","1","2","1","1","1000","1","0","0","1","0","1","1","2","1",0
"59","704",54,"1","0","0","0","2","0","1","2","2","2",0,0,"0","2","5","0","0","1","0","0","0","2","12","12","2",0,0,"0","0","1","51","999","0","0","0","9920","0","9999","0","6","1","9920","0",0,0,"25","1","0","1","2","2","1","1000","1","0","0","1","0","1","0","0","1",0
"60","1004",142,"1","0","0","0","2","0","2","2","2","1",0,0,"0","2","5","0","0","1","0","0","0","3","11","11","2",0,0,"0","0","2","261","22","0","0","0","9920","0","9999","0","6","1","9920","0",0,0,"33","1","0","2","1","4","9","9000","29","0","0","2","1","1","0","0","1",1
"62","802",165,"2","0","0","3","0","0","2","2","1","1",0,0,"0","1","5","0","0","1","2","2","2","1","0","3","1",0,0,"2","3","1","261","999","7","0","6","9920","0","1200","0","6","1","9920","0",0,12320,"72","1","0","2","1","1","9","9000","62","0","1","3","1","1","0","0","2",0
"64","1103",55,"3","0","1","1","0","2","2","1","1","2",10,1,"1","1","5","0","0","1","3","3","3","1","0","16","1",35000,36,"1","3","1","510","999","2","1","1","8970","43","1069","0","6","1","4500","0",35000,55100,"408","1","900","1","1","4","8","8000","15","0","0","1","1","0","0","0","6",0
"65","401",101,"1","0","1","0","0","0","1","2","2","2",40,1,"1","2","1","1","2","1","3","3","3","1","0","19","2",50000,50,"1","0","2","51","88","0","1","1","7770","55","9999","0","1","1","5240","4",50000,50000,"25","2","400","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"66","503",71,"5","0","1","1","2","0","1","2","2","2",45,1,"1","1","1","1","2","3","3","3","3","3","16","21","2",65000,40,"1","3","1","152","999","8","1","1","8660","61","1278","3","1","2","5300","4",65000,65000,"154","2","600","1","2","4","1","1000","1","0","0","1","0","1","1","2","5",0
"68","803",84,"1","0","1","0","2","0","1","2","2","2",0,0,"11","2","5","0","0","1","3","3","3","1","0","21","2",70000,40,"1","0","1","142","999","0","0","1","6871","0","9999","0","6","1","120","4",70000,70000,"50","1","800","1","2","2","1","1000","1","0","0","1","0","1","2","2","1",0
"69","505",65,"1","0","1","1","0","2","2","1","2","2",0,0,"0","1","5","0","0","3","3","3","3","3","15","19","1",4000,30,"0","0","4","999","999","0","0","6","8590","0","1170","3","6","1","4435","0",4000,4000,"25","0","0","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"70","701",49,"4","2","1","1","0","0","1","2","2","2",0,0,"0","1","5","0","0","1","3","3","3","3","12","12","1",3000,15,"0","3","4","999","999","8","0","3","8590","0","4500","0","6","2","4655","0",3000,3000,"130","1","0","1","2","1","1","1000","1","0","0","1","0","1","0","0","5",0
"71","607",76,"1","0","4","0","0","0","1","2","2","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","16","2",0,0,"2","0","2","51","50","0","0","6","9480","0","9999","0","1","1","5740","4",0,68000,"25","1","0","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"73","501",113,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","20","2",0,0,"2","0","2","142","32","0","0","6","9920","0","9999","0","1","1","9920","4",0,3000,"9","1","0","2","1","1","1","1000","1","0","0","1","0","1","0","0","1",0
"75","613",100,"4","2","0","4","0","0","2","2","1","1",0,0,"0","1","2","1","2","1","2","2","2","1","0","21","1",0,0,"2","3","1","148","999","7","0","6","9920","0","1250","0","3","2","9920","0",0,7000,"163","2","0","2","1","1","1","1000","1","0","0","1","0","1","1","2","5",1
"76","403",34,"1","0","4","0","0","0","1","2","1","2",0,0,"0","2","1","2","2","1","1","2","3","1","0","16","2",47000,40,"2","0","2","88","190","0","0","2","7870","0","9999","0","1","1","5740","4",47000,53100,"36","1","0","1","1","4","1","1000","1","0","0","1","0","1","0","0","1",0
"77","703",94,"1","0","1","0","0","0","1","2","2","2",10,0,"10","2","5","0","0","1","3","3","3","1","0","16","1",150000,70,"1","0","2","50","51","0","0","1","6290","52","9999","0","6","1","6355","0",150000,150000,"25","2","700","1","2","1","1","1000","1","0","0","1","0","1","0","0","1",0
"78","602",65,"1","0","1","2","2","0","1","2","2","1",0,0,"0","1","5","0","0","1","3","3","3","1","0","13","2",5000,5,"0","0","4","999","999","0","0","2","5171","0","1900","0","6","1","4760","4",5000,5000,"25","1","0","1","1","2","6","4007","10","1","0","1","0","0","0","0","1",0
"80","504",120,"5","0","0","0","0","0","1","2","1","1",0,0,"0","2","1","1","2","1","2","2","2","1","0","16","1",0,0,"2","3","1","50","999","4","0","6","9920","0","9999","0","1","2","9920","0",0,15400,"119","2","0","1","1","1","1","1000","1","0","0","1","0","1","0","0","5",0
"81","507",21,"1","0","1","0","0","0","1","2","2","2",45,1,"1","2","5","0","0","1","3","3","3","3","15","16","1",500,20,"1","0","4","999","999","0","1","1","4973","43","9999","0","6","1","4720","0",500,500,"25","1","500","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"83","602",32,"5","0","1","1","2","0","1","2","2","2",10,0,"7","1","1","1","2","1","3","3","3","1","0","19","2",30000,40,"0","3","4","999","999","5","0","1","770","39","1900","0","2","2","5400","4",30000,30000,"206","1","600","1","2","4","6","4007","10","1","0","1","0","0","0","0","4",0
"84","806",154,"5","0","1","1","2","0","1","2","2","2",0,0,"0","1","1","1","2","3","2","2","1","1","0","21","2",110000,40,"2","3","1","210","999","8","0","3","7380","0","1200","3","1","2","3820","1",110000,110000,"303","2","0","1","2","4","1","1000","1","0","0","1","0","1","1","2","3",0
"85","802",52,"1","0","2","0","0","2","2","1","2","2",30,0,"3","2","5","0","0","1","3","3","3","1","0","21","1",40000,40,"1","0","2","46","50","0","0","1","9170","61","9999","0","6","1","800","0",40000,40000,"9","1","800","1","2","3","1","1000","1","0","0","1","0","1","2","2","1",0
"86","100",63,"1","0","3","0","0","0","1","2","2","2",40,1,"1","2","1","1","2","1","3","3","3","1","0","16","1",30000,40,"1","0","1","925","999","0","1","1","670","31","9999","0","1","1","9620","0",30000,30000,"25","1","400","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"87","904",18,"1","0","1","0","0","0","2","2","1","2",0,0,"0","2","1","2","2","3","3","3","3","1","0","16","2",0,0,"0","0","4","999","999","0","0","6","9070","0","9999","3","2","1","4740","0",0,13800,"25","0","0","2","1","4","1","1000","1","0","0","1","0","1","0","0","1",1
"89","802",38,"1","0","1","2","2","0","2","2","2","1",0,0,"0","1","5","0","0","1","2","2","2","3","15","21","2",0,0,"2","0","1","706","999","0","0","6","7380","0","1970","0","6","1","1108","4",0,0,"25","1","0","2","1","1","6","4000","5","1","0","1","0","0","1","1","1",0
"90","1104",70,"1","0","1","0","0","2","2","1","2","2",10,1,"1","2","3","1","2","1","3","3","3","1","0","16","2",30000,22,"1","0","4","999","999","0","1","1","8680","105","9999","0","4","1","4150","4",30000,30000,"25","1","1100","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"92","805",49,"5","0","7","0","0","0","2","2","2","1",45,1,"1","2","5","0","0","1","3","3","3","1","0","16","1",70000,40,"1","3","1","50","999","5","1","1","770","43","9999","0","6","2","6410","0",70000,70000,"119","1","800","2","1","4","1","1000","1","0","0","1","0","1","0","0","5",0
"93","603",68,"4","2","2","0","0","0","1","2","2","2",10,1,"1","2","1","2","2","1","3","3","3","3","16","21","1",75000,40,"1","3","3","995","999","6","1","1","8191","131","9999","0","1","2","3255","0",75000,75000,"332","2","600","1","2","3","8","8000","15","0","0","1","1","0","2","1","3",0
"94","1104",110,"1","0","1","0","0","2","1","1","1","2",25,1,"1","2","4","1","2","3","3","3","3","1","0","21","1",22000,20,"1","0","1","50","999","0","1","1","5071","109","9999","3","5","1","3421","0",22000,35500,"25","1","1100","1","1","4","1","1000","1","0","0","1","0","1","1","1","1",0
"95","501",17,"1","0","1","0","0","0","2","2","2","1",10,1,"1","2","5","0","0","1","3","3","3","1","0","17","1",40000,40,"0","0","4","999","999","0","1","1","5392","43","9999","0","6","1","9645","0",40000,62000,"23","2","500","2","1","3","1","1000","1","0","0","1","0","1","0","0","1",0
"96","608",60,"1","0","1","0","0","0","1","2","2","2",10,1,"1","2","1","2","2","1","3","3","3","1","0","20","2",63000,40,"1","0","1","51","999","0","1","1","7270","67","9999","0","1","1","2145","4",63000,63000,"25","2","600","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"97","803",25,"1","0","1","0","2","0","1","2","2","2",0,0,"11","2","5","0","0","3","3","3","3","1","0","21","2",85000,40,"1","0","3","996","999","0","0","1","4796","0","9999","3","6","1","5360","4",85000,85000,"24","2","800","1","2","3","1","1000","1","0","0","1","0","1","2","2","1",0
"98","906",54,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","5","0","0","1","2","2","2","1","0","16","2",0,0,"2","0","2","50","939","0","0","6","9920","0","9999","0","6","1","9920","4",0,6800,"25","1","0","2","1","1","1","1000","1","0","0","1","0","1","0","0","1",0
"100","607",50,"1","0","6","0","0","0","1","2","2","2",0,0,"11","2","1","1","2","1","3","3","3","1","0","21","2",0,15,"1","0","1","89","999","0","0","1","8370","0","9999","0","1","1","2006","4",20000,20000,"36","2","600","1","2","1","1","1000","1","0","0","1","0","1","1","2","1",0
"101","1004",69,"1","0","1","0","2","0","2","2","2","1",20,1,"1","2","1","1","2","1","3","3","3","1","0","19","2",3600,20,"1","0","1","84","999","0","1","1","8170","85","9999","0","1","1","3602","4",3600,3600,"25","1","1000","2","1","2","1","1000","1","0","0","1","0","1","0","0","1",0
"103","805",61,"1","0","2","0","2","0","1","2","2","2",0,0,"11","2","5","0","0","1","3","3","3","1","0","23","2",1e+05,40,"1","0","2","50","935","0","0","1","7460","0","9999","0","6","1","2100","4",1e+05,1e+05,"25","2","800","1","2","4","1","1000","1","0","0","1","0","1","2","2","1",0
"104","903",82,"1","0","1","0","0","0","1","2","2","2",0,0,"0","2","1","1","2","3","1","2","3","1","0","16","1",2000,20,"2","0","1","87","999","0","0","2","2880","0","9999","3","1","1","8030","0",2000,2000,"25","1","0","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"105","1104",73,"1","0","3","0","2","0","1","2","2","2",20,1,"1","2","5","0","0","3","3","3","3","2","16","21","2",55000,45,"1","0","2","22","84","0","1","1","7860","49","9999","3","6","1","2320","4",55000,55000,"25","1","1000","1","2","1","1","1000","1","0","0","1","0","1","1","2","1",0
"106","201",14,"1","0","1","0","0","0","1","2","2","2",0,0,"11","2","1","1","2","1","3","3","3","1","0","16","2",45000,40,"0","0","4","999","999","0","0","1","4871","0","9999","0","1","1","4700","4",45000,45000,"25","2","290","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"107","601",33,"1","0","1","0","0","0","1","2","2","2",0,0,"0","2","5","0","0","1","2","2","2","3","13","13","1",5000,40,"2","0","2","50","21","0","0","6","770","0","9999","0","6","1","6260","0",5000,5000,"25","2","0","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"108","706",56,"1","0","1","0","2","2","2","1","2","2",15,1,"1","2","1","1","2","1","3","3","3","1","0","21","2",35000,24,"1","0","4","999","999","0","1","1","8660","118","9999","0","1","1","310","2",35000,35000,"25","1","700","1","2","2","1","1000","1","0","0","1","0","1","1","2","1",0
"109","201",17,"1","0","1","0","0","0","1","2","2","2",35,1,"1","2","1","1","2","1","3","3","3","1","0","16","2",52000,40,"1","0","1","26","999","0","1","1","7870","119","9999","0","1","1","4220","4",52000,52000,"25","1","290","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"110","601",59,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","22","2",0,0,"2","0","1","46","999","0","0","6","9920","0","9999","0","1","1","9920","4",0,13000,"25","1","0","2","1","4","1","1000","1","0","0","1","0","1","2","2","1",0
"111","1003",102,"4","2","2","1","0","2","1","1","1","2",0,0,"0","1","1","1","2","1","3","2","3","1","0","22","2",0,0,"2","3","1","84","999","3","0","6","8191","0","1210","0","1","2","3255","4",0,39000,"129","1","0","1","1","2","1","1000","1","0","0","1","0","1","1","2","5",0
"112","301",42,"1","0","2","0","0","0","2","2","1","2",60,1,"1","2","1","2","2","1","3","3","3","1","0","22","2",45000,30,"1","0","2","22","50","0","1","1","9160","54","9999","0","2","1","2040","4",45000,65000,"4","1","20490","2","1","3","1","1000","1","0","0","1","0","1","2","2","1",0
"113","608",95,"1","0","1","0","2","0","1","2","2","2",25,1,"1","2","5","0","0","1","3","3","3","3","16","21","2",90000,40,"1","0","4","999","999","0","1","1","4981","37","9999","0","6","1","5860","4",90000,91200,"25","2","600","1","2","4","1","1000","1","0","0","1","0","1","2","2","1",0
"114","702",43,"1","0","0","0","0","0","1","2","2","2",0,0,"0","2","5","0","0","1","3","3","3","2","14","14","1",0,0,"0","0","4","999","999","0","0","6","9920","0","9999","0","6","1","9920","0",0,0,"25","2","0","1","2","2","1","1000","1","0","0","1","0","1","0","0","1",0
"115","905",51,"1","0","1","0","0","0","1","2","2","2",45,1,"1","2","1","1","2","1","3","3","3","1","0","21","1",1e+05,40,"1","0","4","999","999","0","1","1","3960","61","9999","0","1","1","1530","0",1e+05,1e+05,"25","1","1100","1","2","1","1","1000","1","0","0","1","0","1","1","2","1",0
"117","606",62,"1","0","1","0","2","0","1","2","2","2",25,1,"1","2","5","0","0","3","3","3","3","1","0","21","2",19000,40,"1","0","2","142","32","0","1","1","5171","61","9999","3","6","1","5610","4",19000,19000,"21","1","600","1","2","2","1","1000","1","0","0","1","0","1","2","2","1",0
"118","805",62,"1","0","2","0","2","0","1","2","2","2",30,1,"1","2","3","1","2","1","3","3","3","1","0","21","2",98000,40,"1","0","1","50","999","0","1","1","6671","61","9999","0","4","1","2710","2",98000,98000,"36","1","800","1","2","1","1","1000","1","0","0","1","0","1","1","2","1",0
"119","1103",49,"1","0","1","0","0","0","1","2","2","2",0,0,"11","2","1","1","2","1","3","3","3","1","0","21","2",90000,40,"1","0","1","50","999","0","0","1","6871","0","9999","0","1","1","705","4",90000,90000,"25","2","1100","1","2","3","1","1000","1","0","0","1","0","1","2","2","1",0
"120","704",82,"1","0","1","0","0","0","2","2","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","20","1",0,0,"2","0","1","22","999","0","0","6","4070","0","9999","0","1","1","20","0",0,80800,"25","2","0","2","1","2","1","1000","1","0","0","1","0","1","0","0","1",0
"121","1004",60,"1","0","0","0","2","0","1","2","2","2",0,0,"0","2","5","0","0","1","3","3","3","3","15","16","2",0,0,"0","0","4","999","999","0","0","6","9920","0","9999","0","6","1","9920","0",0,0,"36","0","0","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"122","701",73,"1","0","0","0","0","2","2","1","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","16","2",0,0,"2","0","1","32","999","0","0","6","9920","0","9999","0","1","1","9920","4",0,15600,"25","1","0","1","1","1","1","1000","1","0","0","1","0","1","0","0","1",0
"123","601",97,"1","0","1","0","0","0","2","2","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","20","1",500,4,"2","0","1","939","999","0","0","6","8660","0","9999","0","1","1","7340","0",500,17300,"26","1","0","2","1","4","1","1000","1","0","0","1","0","1","0","0","1",0
"124","1104",43,"1","0","0","0","0","0","1","2","1","2",0,0,"0","2","2","1","2","1","2","2","2","1","0","22","2",0,0,"2","0","1","142","999","0","0","6","9920","0","9999","0","3","1","9920","4",0,63100,"25","1","0","1","1","2","1","1000","1","0","0","1","0","1","2","2","1",1
"125","402",156,"1","0","1","0","2","0","2","2","2","1",25,1,"1","2","5","0","0","1","3","3","3","1","0","18","2",26000,28,"1","0","4","999","999","0","1","1","7980","43","9999","0","6","1","3645","2",26000,26000,"25","1","400","2","1","2","1","1000","1","0","0","1","0","1","0","0","1",0
"126","803",152,"4","2","1","0","0","0","2","2","2","2",0,0,"0","2","3","1","2","1","2","2","2","1","0","1","1",0,0,"0","3","4","999","999","6","0","6","8680","0","9999","0","4","2","4000","0",0,0,"247","1","0","2","2","1","6","4014","9","1","0","1","0","0","0","0","4",0
"128","603",90,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","22","1",0,0,"2","0","1","51","999","0","0","6","9920","0","9999","0","1","1","9920","0",0,90600,"25","2","0","2","1","4","1","1000","1","0","0","1","0","1","1","2","1",0
"129","802",20,"1","0","2","0","2","0","1","2","2","2",0,0,"11","2","5","0","0","3","3","3","3","3","15","16","2",7500,40,"1","0","1","939","999","0","0","1","7460","0","9999","3","6","1","1970","4",7500,7500,"34","1","800","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"130","301",33,"4","2","2","1","2","0","1","2","2","2",0,0,"0","1","5","0","0","3","3","3","3","2","15","18","2",250,5,"0","3","4","999","999","7","0","6","7890","0","1350","3","6","2","2002","0",250,250,"210","0","0","1","2","2","6","4025","76","1","0","1","0","0","0","0","4",0
"131","901",58,"1","0","2","0","2","0","1","2","2","2",45,1,"1","2","1","1","2","1","3","3","3","1","0","24","2",161000,45,"1","0","2","32","142","0","1","1","7460","52","9999","0","1","1","1760","2",161000,161000,"42","2","800","1","2","3","1","1000","1","0","0","1","0","1","1","2","1",0
"132","607",100,"1","0","0","0","2","0","1","2","2","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","21","2",0,0,"2","0","2","32","998","0","0","6","9920","0","9999","0","1","1","9920","2",0,0,"35","1","0","1","2","2","1","1000","1","0","0","1","0","1","2","2","1",0
"133","702",37,"4","2","1","1","2","0","1","2","2","2",40,1,"1","1","1","2","2","1","3","2","3","1","0","20","2",30000,32,"1","3","2","200","84","7","1","1","7490","49","1210","0","1","2","2861","4",30000,30000,"329","1","600","1","2","3","9","9000","29","0","0","2","1","1","0","0","3",0
"134","1301",55,"1","0","0","0","0","2","2","1","1","1",0,0,"0","2","3","1","2","1","2","2","2","1","0","21","2",0,0,"2","0","2","32","142","0","0","6","9920","0","9999","0","4","1","9920","4",0,77300,"39","2","0","1","1","3","1","1000","1","0","0","1","0","1","2","2","1",0
"135","503",44,"1","0","0","0","0","2","2","1","1","2",0,0,"0","2","1","2","2","1","2","2","2","1","0","21","2",0,0,"2","0","1","50","999","0","0","6","9920","0","9999","0","1","1","9920","4",0,13000,"36","1","0","1","1","2","1","1000","1","0","0","1","0","1","2","2","1",0
"138","1201",43,"4","2","1","0","0","0","2","2","1","2",20,1,"1","2","1","1","2","1","3","3","3","1","0","22","1",101000,65,"1","3","1","22","999","2","1","1","3390","31","9999","0","1","2","1410","0",101000,101000,"138","2","1290","2","1","4","1","1000","1","0","0","1","0","1","1","2","5",0
"139","401",81,"1","0","0","0","0","2","2","1","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","19","2",0,0,"2","0","1","50","999","0","0","6","9920","0","9999","0","1","1","9920","4",0,40300,"25","1","0","1","1","1","1","1000","1","0","0","1","0","1","0","0","1",0
"140","503",85,"1","0","1","1","2","0","1","2","2","2",30,1,"1","1","5","0","0","1","2","2","2","1","0","16","2",37000,42,"1","0","1","939","999","0","1","1","4691","37","1200","0","6","1","4750","4",37000,37000,"25","2","600","1","2","2","1","1000","1","0","0","1","0","1","0","0","1",0
"142","706",48,"1","0","0","0","0","2","2","1","1","2",0,0,"0","2","3","1","2","1","2","2","2","1","0","22","2",0,0,"2","0","2","50","82","0","0","6","9920","0","9999","0","4","1","9920","4",0,45590,"25","1","0","1","1","2","1","1000","1","0","0","1","0","1","2","2","1",0
"143","201",113,"1","0","1","0","2","0","1","2","2","2",45,1,"1","2","5","0","0","1","3","3","3","1","0","19","2",13000,30,"1","0","1","935","999","0","1","1","770","49","9999","0","6","1","6410","4",13000,13000,"25","1","290","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"145","601",58,"1","0","1","0","0","0","1","2","1","2",50,1,"1","2","1","1","2","1","3","3","3","1","0","21","1",10000,16,"1","0","1","22","999","0","1","1","5392","127","9999","0","1","1","9620","0",10000,77700,"25","1","500","1","1","3","1","1000","1","0","0","1","0","1","2","2","1",0
"146","602",63,"1","0","0","0","0","2","2","1","1","2",0,0,"0","2","2","1","2","1","2","2","2","1","0","21","2",0,0,"2","0","1","50","999","0","0","6","9920","0","9999","0","3","1","9920","4",0,4300,"25","1","0","1","1","3","1","1000","1","0","0","1","0","1","2","2","1",1
"148","609",112,"4","2","0","0","0","0","2","2","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","15","1",0,0,"2","3","4","999","999","3","0","6","9920","0","9999","0","1","2","9920","0",0,0,"120","1","0","2","1","1","1","1000","1","0","0","1","0","1","0","0","5",0
"149","901",48,"1","0","1","0","1","0","1","2","2","2",40,1,"1","2","1","1","2","1","3","3","3","1","0","21","2",40000,20,"1","0","2","50","82","0","1","1","6481","67","9999","0","1","1","2825","1",40000,40000,"25","2","600","1","2","1","1","1000","1","0","0","1","0","1","2","2","1",0
"150","706",34,"1","0","1","0","0","0","1","2","2","2",25,1,"1","2","1","1","2","1","3","3","3","1","0","18","1",85000,44,"1","0","4","999","999","0","1","1","4971","31","9999","0","1","1","4700","0",85000,85000,"25","1","700","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"151","301",9,"1","0","1","1","0","0","1","2","2","2",5,0,"10","1","5","0","0","3","3","3","3","3","15","19","1",10000,15,"0","0","1","795","999","0","0","1","8590","135","1170","3","6","1","4621","0",10000,10300,"25","0","290","1","2","4","6","4025","10","1","0","1","0","0","0","0","1",0
"153","802",32,"1","0","2","0","2","2","2","1","2","2",0,0,"11","2","5","0","0","3","3","3","3","1","0","21","2",67000,38,"1","0","1","22","999","0","0","1","7870","0","9999","3","6","1","2205","4",67000,67000,"25","1","800","1","2","4","1","1000","1","0","0","1","0","1","1","2","1",0
"154","905",94,"1","0","0","0","0","0","1","2","1","2",0,0,"0","2","3","1","2","1","3","3","2","1","0","16","1",0,0,"2","0","2","50","26","0","0","6","9920","0","9999","0","4","1","9920","0",0,45300,"25","1","0","1","1","2","1","1000","1","0","0","1","0","1","0","0","1",0
"155","906",17,"1","0","0","0","0","0","2","2","1","1",0,0,"0","2","5","0","0","1","2","2","2","1","0","1","2",0,0,"2","0","1","998","999","0","0","6","9920","0","9999","0","6","1","9920","0",0,13200,"36","1","0","2","1","3","1","1000","1","0","0","1","0","1","0","0","1",1
"156","805",147,"1","0","1","0","0","0","2","2","2","1",10,0,"3","2","5","0","0","1","2","2","1","1","0","20","1",300,20,"1","0","1","902","999","0","0","1","7890","56","9999","0","6","1","1970","0",300,9700,"25","2","800","2","1","3","2","3000","2","0","1","1","0","0","0","0","1",0
