"","RT","DIVISION","SPORDER","PUMA","REGION","STATE","ADJINC","PWGTP","CIT","COW","GCL","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS5","HINS6","HINS7","INTP","JWTRNS","LANX","MAR","MARHD","MARHM","MARHT","MARHW","MARHYP","MIG","MIL","NWAB","NWAV","NWLA","NWLK","NWRE","OIP","PAP","RETP","SCH","SCHL","SEMP","SEX","SSIP","SSP","WAGP","WKHP","WKWN","WRK","ANC","ANC1P","ANC2P","ESR","HICOV","HISP","INDP","MSP","NATIVITY","OC","OCCP","PERNP","PINCP","POBP","POVPIP","POWPUMA","POWSP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACAIAN","RACASN","RACBLK","RACNH","RACNUM","RACPI","RACSOR","RACWHT","RC","WAOB","Class"
"584","P","1",1,"1103","1","25","1019518",125,"1","7","2","0","1","2","2","2","2","2","2","0","11","2","1","2","2","1","2",1982,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",1e+05,40,"52","1","1","425","999","1","1","1","6481","1","1","0","440",1e+05,1e+05,"11",501,"1100","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"587","P","1",2,"403","1","25","1019518",118,"1","7","2","0","1","2","2","2","2","2","2","1700","1","2","1","2","2","1","2",2020,"1","4","2","5","2","2","3","0","0","0","1","21","0","1","0","0",0,40,"52","2","2","271","939","6","1","4","5371","1","1","0","4700",0,1700,"12",414,"600","25","1","2","1","9","9000","29","0","0","0","0","2","0","1","1","0","1","No"
"591","P","1",1,"802","1","25","1019518",72,"1","1","2","0","1","2","2","2","2","2","2","3000","11","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","24","0","1","0","0",85000,45,"52","1","2","142","190","1","1","1","7870","6","1","0","1760",85000,88000,"12",501,"800","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"592","P","1",1,"201","1","25","1019518",71,"1","3","2","0","1","2","1","2","2","2","2","0","1","2","1","2","2","1","2",1987,"1","4","3","5","3","3","3","0","0","0","1","22","0","2","0","7000",25000,36,"52","1","2","50","22","1","1","1","7860","1","1","0","2320",25000,32000,"25",285,"290","25","1","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"594","P","1",1,"505","1","25","1019518",131,"4","1","2","0","1","2","2","2","2","2","2","0","1","1","1","2","2","1","2",2002,"1","4","3","5","3","3","3","0","0","0","1","21","0","1","0","0",80000,40,"52","1","1","100","999","1","1","1","770","1","2","0","5140",80000,80000,"100",501,"600","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","5","No"
"597","P","1",3,"201","1","25","1019518",24,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","2","5","2","2","3","0","0","0","2","14","0","1","0","0",0,40,"52","2","2","26","50","6","1","1","7860","6","1","1","3255",0,0,"25",501,"600","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","1","1","No"
"599","P","1",1,"1103","1","25","1019518",55,"1","1","2","0","2","2","1","2","2","2","2","0","1","2","1","2","2","2","2",1994,"1","4","3","5","3","3","3","0","0","0","1","16","0","2","0","12600",0,40,"52","1","4","999","999","6","1","1","7860","1","1","0","3255",0,12600,"34",501,"600","25","2","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"601","P","1",1,"1004","1","25","1019518",143,"1","1","2","0","2","2","2","1","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","2","1","2","1","3","0","0","0","1","21","0","2","0","0",15000,30,"52","1","3","996","999","1","1","1","8370","6","1","0","3603",15000,15000,"25",95,"1000","25","2","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"602","P","1",1,"905","1","25","1019518",44,"1","6","2","0","1","2","2","2","2","2","2","0","11","2","1","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","19","52000","2","0","0",0,30,"52","1","2","50","22","1","1","1","7370","1","1","0","2600",52000,52000,"34",501,"900","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"603","P","1",2,"403","1","25","1019518",95,"1","1","2","2","1","1","1","2","2","2","2","0","1","2","1","2","2","2","2",1982,"1","4","2","1","2","2","3","0","0","55000","1","19","0","2","0","0",0,40,"52","2","1","50","999","6","1","1","7860","1","1","0","3255",0,55000,"25",501,"600","25","1","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"604","P","1",1,"1102","1","25","1019518",79,"1","1","2","0","1","2","2","2","2","2","2","8000","1","2","1","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","19","12000","1","0","0",156000,35,"52","1","1","22","999","1","1","1","7270","1","1","0","440",168000,176000,"25",501,"800","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"606","P","1",1,"801","1","25","1019518",11,"1","1","2","0","1","2","2","2","2","2","2","0","11","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","3","19","0","1","0","0",20000,35,"51","1","1","706","999","1","1","1","7890","6","1","0","2350",20000,20000,"15",449,"800","25","1","2","1","6","4000","5","0","1","0","0","1","0","0","0","0","1","No"
"607","P","1",2,"904","1","25","1019518",61,"1","1","2","0","1","2","1","2","2","2","2","0","1","2","1","2","2","1","2",1971,"1","4","2","5","2","2","3","0","0","22000","1","16","0","2","0","14000",0,40,"52","2","1","50","999","6","1","1","7860","1","1","0","3255",0,36000,"25",392,"600","25","1","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"608","P","1",1,"901","1","25","1019518",47,"1","1","2","0","1","2","1","2","2","2","2","0","1","2","1","2","2","2","2",1993,"1","4","3","5","3","3","3","0","0","0","1","21","0","1","0","45500",110000,40,"52","1","4","999","999","1","1","1","7680","1","1","0","1410",110000,155500,"25",501,"600","25","1","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"609","P","1",1,"506","1","25","1019518",107,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2010,"1","4","2","5","2","2","3","0","0","0","1","16","0","2","0","0",0,40,"52","2","4","999","999","6","1","1","7860","1","1","0","3255",0,0,"25",501,"600","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"614","P","1",1,"609","1","25","1019518",104,"4","1","2","2","2","1","1","2","2","2","2","0","1","1","2","2","2","1","2",1983,"1","4","2","5","2","2","3","0","0","8400","1","21","0","2","0","15000",0,40,"52","2","1","100","999","6","1","1","8191","3","2","0","4720",0,23400,"100",163,"600","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","5","No"
"615","P","1",2,"1104","1","25","1019518",54,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","1","1","2",2022,"1","4","3","5","3","3","3","0","0","0","1","16","0","1","0","0",90000,40,"52","1","1","425","995","1","1","1","770","1","1","0","6230",90000,90000,"25",501,"800","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"616","P","1",1,"1201","1","25","1019518",44,"1","1","2","2","2","1","1","2","2","2","2","0","1","2","1","2","2","1","2",1968,"1","2","2","1","2","2","3","0","0","0","1","19","0","1","0","23000",0,40,"52","2","1","50","999","6","1","1","4871","1","1","0","4760",0,23000,"25",255,"600","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"617","P","1",2,"1002","1","25","1019518",56,"1","2","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","16","0","1","0","0",30000,40,"47","1","2","336","939","1","1","1","3490","6","1","0","8800",30000,30000,"25",483,"1000","25","1","2","3","2","3000","2","0","0","1","0","1","0","0","0","0","1","No"
"618","P","1",1,"902","1","25","1019518",82,"1","1","2","0","2","2","1","1","2","2","2","20700","1","2","3","2","2","2","2",1996,"1","4","2","5","2","2","3","0","0","0","1","21","0","2","0","0",0,40,"52","2","1","924","999","6","1","1","7860","4","1","0","3255",0,20700,"42",134,"600","25","2","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"619","P","1",1,"601","1","25","1019518",62,"1","2","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","3","21","0","2","0","0",120000,32,"52","1","2","26","142","1","1","1","8191","6","1","0","3255",120000,120000,"25",501,"600","25","1","2","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"620","P","1",2,"201","1","25","1019518",15,"1","1","2","0","1","2","1","2","2","2","2","0","1","2","1","2","2","2","2",2007,"1","4","2","3","2","2","2","0","0","0","1","21","0","2","0","0",0,40,"52","2","2","50","26","6","1","1","7860","1","1","0","3255",0,0,"25",358,"600","25","1","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"623","P","1",1,"401","1","25","1019518",51,"1","1","2","2","2","1","1","2","2","2","2","25000","1","2","1","2","2","1","2",1983,"1","4","2","5","2","2","3","0","0","54000","1","23","0","1","0","37800",0,40,"52","2","2","142","935","6","1","1","7860","1","1","0","3255",0,116800,"25",501,"600","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"626","P","1",1,"506","1","25","1019518",55,"1","1","2","2","1","1","1","2","2","2","2","0","1","2","1","2","2","1","2",1980,"1","4","3","1","2","2","2","0","0","0","1","21","0","1","0","30000",15000,35,"30","2","1","32","999","6","1","1","8891","1","1","0","7240",15000,45000,"25",501,"600","25","1","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"629","P","1",1,"703","1","25","1019518",117,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2018,"1","4","3","5","3","3","3","0","0","0","1","21","12000","1","0","0",55000,40,"52","1","2","32","88","1","1","1","8590","1","1","0","2722",67000,67000,"25",501,"290","33","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"631","P","1",1,"1301","1","25","1019518",113,"1","6","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",1985,"1","4","2","5","2","2","3","0","0","0","1","24","0","1","0","27000",0,40,"52","2","2","50","32","6","1","1","7980","1","1","0","3010",0,27000,"25",311,"600","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"632","P","1",2,"611","1","25","1019518",47,"1","1","2","0","1","2","1","2","2","2","2","0","1","2","1","2","2","2","2",1984,"1","3","2","5","2","2","3","0","0","3100","1","18","0","1","0","11900",0,40,"52","2","1","50","999","6","1","1","7860","1","1","0","3255",0,15000,"25",98,"600","25","1","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"636","P","1",1,"612","1","25","1019518",33,"5","2","2","0","1","2","1","2","2","2","2","300","1","1","1","2","2","1","2",1976,"3","4","2","5","2","2","3","50000","0","80000","1","24","0","1","0","45500",0,40,"52","2","1","740","999","6","1","1","7870","1","2","0","2205",0,175800,"215",501,"600","25","1","1","2","6","4002","7","0","1","0","0","1","0","0","0","0","4","No"
"637","P","1",2,"201","1","25","1019518",16,"1","1","2","0","1","2","1","2","2","2","2","15700","1","2","1","2","2","1","2",1984,"1","3","2","5","2","2","3","0","0","3900","1","19","0","1","0","22100",0,40,"52","2","1","22","999","6","1","1","7860","1","1","0","3255",0,41700,"25",501,"600","25","1","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"640","P","1",1,"701","1","25","1019518",70,"1","6","2","0","1","2","2","2","2","2","2","0","1","2","4","2","2","1","2",2019,"1","4","3","5","3","3","3","0","0","60000","1","18","5000","1","0","0",0,40,"52","1","4","999","999","1","1","1","770","5","1","0","6410",5000,65000,"25",418,"700","25","1","2","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"641","P","1",1,"802","1","25","1019518",29,"1","1","2","0","1","2","2","2","2","2","2","0","10","2","5","2","2","1","2",1994,"3","4","3","5","3","3","3","0","0","0","3","21","0","2","0","0",150000,40,"52","1","1","750","999","1","1","1","6970","6","1","0","120",150000,150000,"13",501,"800","25","1","2","2","6","4003","8","0","1","0","0","1","0","0","0","0","1","No"
"642","P","1",1,"703","1","25","1019518",128,"1","1","2","2","2","1","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","21","10100","2","0","0",79000,36,"52","1","1","51","999","1","1","1","6970","6","1","0","850",89100,89100,"25",501,"700","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"643","P","1",1,"613","1","25","1019518",95,"1","1","2","0","2","2","1","2","2","2","2","0","1","2","2","2","2","1","2",2015,"3","4","2","5","2","2","3","0","0","0","1","16","0","1","0","30000",0,40,"52","2","3","996","999","6","1","1","7860","3","1","0","3255",0,30000,"9",213,"600","25","2","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"645","P","1",2,"702","1","25","1019518",140,"2","1","2","0","2","2","2","1","2","2","2","0","1","1","5","2","2","1","2",1994,"1","4","2","5","2","2","3","0","0","0","1","16","0","1","10500","0",0,40,"52","2","1","261","999","6","1","3","7860","6","1","0","3255",0,10500,"72",67,"600","25","2","1","2","9","9000","29","0","0","0","0","2","0","1","1","0","2","Yes"
"646","P","1",2,"611","1","25","1019518",48,"5","5","2","2","2","1","2","2","2","2","2","0","1","1","1","2","2","1","2",2018,"2","4","2","5","2","2","3","0","0","0","1","21","0","2","0","0",0,40,"52","2","1","740","999","6","1","1","9370","1","2","0","5740",0,0,"215",300,"600","25","1","2","3","6","4002","7","0","1","0","0","1","0","0","0","0","4","No"
"647","P","1",1,"401","1","25","1019518",13,"1","1","2","0","2","2","1","1","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","16","0","2","0","16400",0,40,"52","1","1","939","999","6","1","1","7860","6","1","0","3255",0,16400,"25",449,"600","25","2","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"650","P","1",1,"605","1","25","1019518",19,"1","1","2","0","2","2","1","1","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","2","5","2","2","3","0","0","0","1","1","0","1","13100","0",0,40,"52","2","3","996","999","6","1","1","7860","6","1","0","3255",0,13100,"25",84,"600","25","2","1","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","Yes"
"651","P","1",2,"1301","1","25","1019518",74,"1","6","2","0","2","2","1","2","2","2","2","4400","1","2","1","2","2","1","2",1977,"1","4","3","5","3","3","3","0","0","0","1","22","12000","1","0","45500",65000,38,"50","1","1","50","999","1","1","1","7071","1","1","0","800",77000,126900,"48",501,"1290","25","2","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"654","P","1",1,"1301","1","25","1019518",90,"1","1","2","0","2","2","1","2","2","2","2","0","1","2","1","2","2","2","2",1993,"1","4","3","1","3","2","3","0","0","0","1","21","0","1","0","1400",0,40,"52","2","1","185","999","6","1","1","6992","1","1","0","4810",0,1400,"25",92,"600","25","2","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"655","P","1",2,"804","1","25","1019518",41,"1","3","2","0","2","2","2","1","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","2","5","2","2","3","0","0","0","2","16","0","2","0","0",0,40,"52","2","1","902","999","6","1","1","5071","6","1","0","3421",0,0,"25",411,"600","25","2","1","1","2","3000","2","0","0","1","0","1","0","0","0","0","1","No"
"657","P","1",1,"704","1","25","1019518",55,"1","1","2","0","2","2","2","1","2","2","2","0","1","2","5","2","2","1","2",1994,"3","4","3","5","3","3","3","0","0","0","1","13","0","1","0","0",0,40,"52","1","1","902","999","6","1","1","5392","6","1","0","7315",0,0,"36",449,"600","25","2","1","1","2","3000","2","0","0","1","0","1","0","0","0","0","1","No"
"658","P","1",1,"506","1","25","1019518",58,"1","4","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","2","2",2001,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",93000,38,"52","1","1","50","999","1","1","1","9480","2","1","0","1980",93000,93000,"20",501,"600","25","1","2","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"659","P","1",1,"1104","1","25","1019518",42,"4","1","2","0","1","2","2","2","2","2","2","0","1","1","1","2","2","1","2",1993,"1","4","3","5","3","3","3","0","0","0","1","21","0","2","0","0",40000,40,"52","1","1","615","999","1","1","1","8290","1","2","0","3150",40000,40000,"210",336,"1290","25","1","2","4","6","4015","4","0","1","0","0","1","0","0","0","0","4","No"
"664","P","1",1,"601","1","25","1019518",48,"1","1","2","2","1","1","1","2","2","2","2","1900","1","2","1","2","2","1","2",1981,"1","4","2","5","2","2","3","0","0","82000","1","21","0","1","0","27000",0,40,"52","2","1","935","999","6","1","1","7860","1","1","0","3255",0,110900,"25",501,"600","25","1","1","2","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"668","P","1",2,"507","1","25","1019518",120,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","1","2","2","1","2",2009,"1","4","3","5","3","3","3","0","0","0","1","19","0","1","0","0",95000,45,"52","1","2","50","22","1","1","1","770","1","1","0","6355",95000,95000,"25",501,"400","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"669","P","1",2,"503","1","25","1019518",102,"5","1","2","0","2","2","2","1","2","2","2","0","12","1","1","2","2","1","2",2017,"3","4","3","5","3","3","3","0","0","0","1","16","0","1","0","0",40000,40,"52","1","1","360","999","1","1","1","770","1","2","0","6600",40000,40000,"362",164,"500","25","2","1","1","9","9000","62","0","0","1","0","3","0","1","1","0","3","No"
"670","P","1",1,"904","1","25","1019518",72,"1","2","2","0","2","2","1","2","2","2","2","0","1","2","1","2","2","1","2",1978,"1","4","2","3","2","2","3","0","0","36000","1","16","0","2","0","0",0,40,"52","2","1","50","999","6","1","1","8191","1","1","0","350",0,36000,"25",297,"600","25","2","1","1","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"671","P","1",3,"902","1","25","1019518",38,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"3","4","3","5","3","3","3","0","0","0","2","12","0","1","0","0",0,40,"52","1","2","190","706","1","1","1","7860","6","1","1","3255",18000,0,"6",501,"600","25","1","2","2","9","9000","19","0","1","0","0","2","0","0","1","1","1","No"
"674","P","1",2,"904","1","25","1019518",121,"1","1","2","0","1","2","2","2","2","2","2","0","1","2","5","2","2","1","2",1994,"1","4","3","5","3","3","3","0","0","0","1","16","0","1","0","0",41000,45,"52","1","2","51","50","1","1","1","770","6","1","0","6442",41000,41000,"25",501,"1000","25","1","2","3","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
"675","P","1",1,"1104","1","25","1019518",32,"1","1","2","0","2","2","1","2","2","1","2","0","1","2","3","2","2","1","2",1965,"1","2","2","5","2","2","3","1800","0","0","1","16","0","1","0","13500",0,40,"52","2","4","999","999","6","1","1","7860","4","1","0","3255",0,15300,"25",108,"600","25","2","1","4","1","1000","1","0","0","0","0","1","0","0","1","0","1","No"
